"Date","close_price","Negara","open_price","decrease_price"
2021-10-15 00:00:00.000,1.348836,Australia,1.348836,0.0
2021-10-18 00:00:00.000,1.34684,Australia,1.348836,0.0019959999999998868
2021-10-19 00:00:00.000,1.348254,Australia,1.348836,0.0005819999999999
2021-10-20 00:00:00.000,1.3374,Australia,1.348836,0.011436000000000002
2021-10-21 00:00:00.000,1.330619,Australia,1.348836,0.018216999999999928
2021-10-22 00:00:00.000,1.339818,Australia,1.348836,0.00901799999999997
2021-10-25 00:00:00.000,1.33885,Australia,1.348836,0.009985999999999828
2021-10-26 00:00:00.000,1.334793,Australia,1.348836,0.014043000000000028
2021-10-27 00:00:00.000,1.33103,Australia,1.348836,0.01780599999999999
2021-10-28 00:00:00.000,1.3332,Australia,1.348836,0.015635999999999983
2021-10-29 00:00:00.000,1.327739,Australia,1.348836,0.02109699999999992
2021-11-01 00:00:00.000,1.33009,Australia,1.348836,0.01874599999999993
2021-11-02 00:00:00.000,1.329699,Australia,1.348836,0.01913699999999996
2021-11-03 00:00:00.000,1.344267,Australia,1.348836,0.004568999999999823
2021-11-04 00:00:00.000,1.338867,Australia,1.348836,0.009968999999999895
2021-11-05 00:00:00.000,1.34965,Australia,1.348836,-0.0008140000000001
2021-11-08 00:00:00.000,1.3521,Australia,1.348836,-0.0032640000000001557
2021-11-09 00:00:00.000,1.348654,Australia,1.348836,0.0001819999999999
2021-11-10 00:00:00.000,1.355712,Australia,1.348836,-0.006876000000000104
2021-11-11 00:00:00.000,1.36349,Australia,1.348836,-0.014654000000000167
2021-11-12 00:00:00.000,1.371366,Australia,1.348836,-0.02253000000000016
2021-11-15 00:00:00.000,1.36379,Australia,1.348836,-0.014954000000000134
2021-11-16 00:00:00.000,1.361489,Australia,1.348836,-0.012653000000000025
2021-11-17 00:00:00.000,1.36956,Australia,1.348836,-0.020724000000000187
2021-11-18 00:00:00.000,1.37578,Australia,1.348836,-0.02694400000000008
2021-11-19 00:00:00.000,1.373815,Australia,1.348836,-0.024979000000000084
2021-11-22 00:00:00.000,1.382801,Australia,1.348836,-0.03396500000000002
2021-11-23 00:00:00.000,1.3835,Australia,1.348836,-0.03466400000000003
2021-11-24 00:00:00.000,1.38462,Australia,1.348836,-0.03578400000000004
2021-11-25 00:00:00.000,1.388503,Australia,1.348836,-0.03966700000000012
2021-11-26 00:00:00.000,1.39398,Australia,1.348836,-0.04514400000000007
2021-11-29 00:00:00.000,1.40001,Australia,1.348836,-0.05117400000000005
2021-11-30 00:00:00.000,1.399423,Australia,1.348836,-0.05058700000000016
2021-12-01 00:00:00.000,1.403509,Australia,1.348836,-0.05467299999999997
2021-12-02 00:00:00.000,1.406945,Australia,1.348836,-0.058108999999999966
2021-12-03 00:00:00.000,1.410875,Australia,1.348836,-0.06203900000000018
2021-12-06 00:00:00.000,1.424928,Australia,1.348836,-0.07609200000000005
2021-12-07 00:00:00.000,1.4186,Australia,1.348836,-0.06976400000000016
2021-12-08 00:00:00.000,1.403982,Australia,1.348836,-0.05514600000000014
2021-12-09 00:00:00.000,1.3947,Australia,1.348836,-0.04586400000000013
2021-12-10 00:00:00.000,1.39936,Australia,1.348836,-0.05052400000000001
2021-12-13 00:00:00.000,1.39546,Australia,1.348836,-0.046624
2021-12-14 00:00:00.000,1.4019,Australia,1.348836,-0.053064
2021-12-15 00:00:00.000,1.407261,Australia,1.348836,-0.05842500000000017
2021-12-16 00:00:00.000,1.395381,Australia,1.348836,-0.04654500000000006
2021-12-17 00:00:00.000,1.39361,Australia,1.348836,-0.04477400000000009
2021-12-20 00:00:00.000,1.40509,Australia,1.348836,-0.056254000000000026
2021-12-21 00:00:00.000,1.406569,Australia,1.348836,-0.057733000000000034
2021-12-22 00:00:00.000,1.399032,Australia,1.348836,-0.05019600000000013
2021-12-23 00:00:00.000,1.386194,Australia,1.348836,-0.037358
2021-12-24 00:00:00.000,1.382514,Australia,1.348836,-0.0336780000000001
2021-12-27 00:00:00.000,1.38288,Australia,1.348836,-0.034044000000000185
2021-12-28 00:00:00.000,1.381788,Australia,1.348836,-0.03295200000000009
2021-12-29 00:00:00.000,1.382361,Australia,1.348836,-0.03352500000000003
2021-12-30 00:00:00.000,1.37764,Australia,1.348836,-0.028804000000000052
2021-12-31 00:00:00.000,1.379348,Australia,1.348836,-0.030512000000000095
2022-01-03 00:00:00.000,1.37586,Australia,1.348836,-0.02702400000000016
2022-01-04 00:00:00.000,1.389275,Australia,1.348836,-0.040439000000000114
2022-01-05 00:00:00.000,1.381444,Australia,1.348836,-0.03260799999999997
2022-01-06 00:00:00.000,1.384888,Australia,1.348836,-0.03605199999999997
2022-01-07 00:00:00.000,1.396141,Australia,1.348836,-0.04730500000000015
2022-01-10 00:00:00.000,1.39293,Australia,1.348836,-0.04409400000000008
2022-01-11 00:00:00.000,1.392564,Australia,1.348836,-0.04372799999999999
2022-01-12 00:00:00.000,1.387001,Australia,1.348836,-0.038165000000000004
2022-01-13 00:00:00.000,1.37321,Australia,1.348836,-0.024374000000000118
2022-01-14 00:00:00.000,1.3732,Australia,1.348836,-0.024364000000000052
2022-01-17 00:00:00.000,1.38571,Australia,1.348836,-0.03687400000000007
2022-01-18 00:00:00.000,1.386809,Australia,1.348836,-0.037973000000000035
2022-01-19 00:00:00.000,1.391304,Australia,1.348836,-0.04246800000000017
2022-01-20 00:00:00.000,1.385617,Australia,1.348836,-0.036781000000000175
2022-01-21 00:00:00.000,1.3856,Australia,1.348836,-0.03676400000000002
2022-01-24 00:00:00.000,1.39123,Australia,1.348836,-0.04239400000000004
2022-01-25 00:00:00.000,1.397722,Australia,1.348836,-0.048885999999999985
2022-01-26 00:00:00.000,1.396882,Australia,1.348836,-0.04804600000000003
2022-01-27 00:00:00.000,1.403903,Australia,1.348836,-0.05506699999999998
2022-01-28 00:00:00.000,1.421363,Australia,1.348836,-0.07252700000000001
2022-01-31 00:00:00.000,1.42898,Australia,1.348836,-0.08014399999999999
2022-02-01 00:00:00.000,1.414767,Australia,1.348836,-0.06593100000000018
2022-02-02 00:00:00.000,1.40174,Australia,1.348836,-0.05290400000000006
2022-02-03 00:00:00.000,1.404337,Australia,1.348836,-0.05550100000000002
2022-02-04 00:00:00.000,1.39958,Australia,1.348836,-0.05074400000000012
2022-02-07 00:00:00.000,1.41237,Australia,1.348836,-0.06353399999999998
2022-02-08 00:00:00.000,1.402525,Australia,1.348836,-0.0536890000000001
2022-02-09 00:00:00.000,1.3994,Australia,1.348836,-0.05056400000000005
2022-02-10 00:00:00.000,1.39326,Australia,1.348836,-0.04442400000000002
2022-02-11 00:00:00.000,1.396317,Australia,1.348836,-0.047481000000000106
2022-02-14 00:00:00.000,1.39962,Australia,1.348836,-0.05078400000000016
2022-02-15 00:00:00.000,1.402112,Australia,1.348836,-0.0532760000000001
2022-02-16 00:00:00.000,1.39878,Australia,1.348836,-0.04994399999999999
2022-02-17 00:00:00.000,1.38995,Australia,1.348836,-0.041114000000000095
2022-02-18 00:00:00.000,1.39095,Australia,1.348836,-0.042113999999999985
2022-02-21 00:00:00.000,1.39437,Australia,1.348836,-0.045534000000000185
2022-02-22 00:00:00.000,1.391885,Australia,1.348836,-0.043049000000000115
2022-02-23 00:00:00.000,1.38372,Australia,1.348836,-0.03488400000000014
2022-02-24 00:00:00.000,1.383509,Australia,1.348836,-0.034673000000000176
2022-02-25 00:00:00.000,1.396609,Australia,1.348836,-0.047773000000000065
2022-02-28 00:00:00.000,1.3915,Australia,1.348836,-0.042664000000000035
2022-03-01 00:00:00.000,1.377031,Australia,1.348836,-0.02819499999999997
2022-03-02 00:00:00.000,1.37714,Australia,1.348836,-0.028304000000000107
2022-03-03 00:00:00.000,1.3711,Australia,1.348836,-0.02226400000000006
2022-03-04 00:00:00.000,1.362955,Australia,1.348836,-0.014118999999999993
2022-03-07 00:00:00.000,1.3523,Australia,1.348836,-0.0034640000000001336
2022-03-08 00:00:00.000,1.364536,Australia,1.348836,-0.015700000000000047
2022-03-09 00:00:00.000,1.37591,Australia,1.348836,-0.027074000000000042
2022-03-10 00:00:00.000,1.366699,Australia,1.348836,-0.017863000000000184
2022-03-11 00:00:00.000,1.357589,Australia,1.348836,-0.00875300000000001
2022-03-14 00:00:00.000,1.37052,Australia,1.348836,-0.021684000000000037
2022-03-15 00:00:00.000,1.38914,Australia,1.348836,-0.04030400000000012
2022-03-16 00:00:00.000,1.390627,Australia,1.348836,-0.041791000000000134
2022-03-17 00:00:00.000,1.371968,Australia,1.348836,-0.023132000000000152
2022-03-18 00:00:00.000,1.35483,Australia,1.348836,-0.005994000000000055
2022-03-21 00:00:00.000,1.34953,Australia,1.348836,-0.000694
2022-03-22 00:00:00.000,1.35212,Australia,1.348836,-0.0032840000000000646
2022-03-23 00:00:00.000,1.340069,Australia,1.348836,0.00876699999999997
2022-03-24 00:00:00.000,1.33348,Australia,1.348836,0.015355999999999925
2022-03-25 00:00:00.000,1.3308,Australia,1.348836,0.01803599999999994
2022-03-28 00:00:00.000,1.3301,Australia,1.348836,0.018735999999999864
2022-03-29 00:00:00.000,1.333422,Australia,1.348836,0.015413999999999817
2022-03-30 00:00:00.000,1.33073,Australia,1.348836,0.018105999999999955
2022-03-31 00:00:00.000,1.3328,Australia,1.348836,0.01603599999999994
2022-04-01 00:00:00.000,1.33477,Australia,1.348836,0.014065999999999912
2022-04-04 00:00:00.000,1.33574,Australia,1.348836,0.013095999999999997
2022-04-05 00:00:00.000,1.325574,Australia,1.348836,0.023261999999999894
2022-04-06 00:00:00.000,1.31827,Australia,1.348836,0.03056599999999987
2022-04-07 00:00:00.000,1.33243,Australia,1.348836,0.01640599999999992
2022-04-08 00:00:00.000,1.33717,Australia,1.348836,0.011665999999999954
2022-04-11 00:00:00.000,1.34291,Australia,1.348836,0.005925999999999876
2022-04-12 00:00:00.000,1.34856,Australia,1.348836,0.0002759999999999
2022-04-13 00:00:00.000,1.341382,Australia,1.348836,0.00745399999999985
2022-04-14 00:00:00.000,1.342012,Australia,1.348836,0.006823999999999941
2022-04-15 00:00:00.000,1.3495,Australia,1.348836,-0.000664
2022-04-18 00:00:00.000,1.35248,Australia,1.348836,-0.0036439999999999806
2022-04-19 00:00:00.000,1.35914,Australia,1.348836,-0.01030400000000009
2022-04-20 00:00:00.000,1.35245,Australia,1.348836,-0.003614000000000006
2022-04-21 00:00:00.000,1.342823,Australia,1.348836,0.006012999999999824
2022-04-22 00:00:00.000,1.35849,Australia,1.348836,-0.009654000000000051
2022-04-25 00:00:00.000,1.3818,Australia,1.348836,-0.03296399999999999
2022-04-26 00:00:00.000,1.393049,Australia,1.348836,-0.04421300000000006
2022-04-27 00:00:00.000,1.399384,Australia,1.348836,-0.05054800000000004
2022-04-28 00:00:00.000,1.40337,Australia,1.348836,-0.05453400000000008
2022-04-29 00:00:00.000,1.4067,Australia,1.348836,-0.05786400000000014
2022-05-02 00:00:00.000,1.41535,Australia,1.348836,-0.06651400000000018
2022-05-03 00:00:00.000,1.418239,Australia,1.348836,-0.0694030000000001
2022-05-04 00:00:00.000,1.4077,Australia,1.348836,-0.05886400000000003
2022-05-05 00:00:00.000,1.378759,Australia,1.348836,-0.029923000000000144
2022-05-06 00:00:00.000,1.404297,Australia,1.348836,-0.05546099999999998
2022-05-09 00:00:00.000,1.419044,Australia,1.348836,-0.07020800000000005
2022-05-10 00:00:00.000,1.43732,Australia,1.348836,-0.08848400000000001
2022-05-11 00:00:00.000,1.441753,Australia,1.348836,-0.09291700000000014
2022-05-12 00:00:00.000,1.443522,Australia,1.348836,-0.09468600000000005
2022-05-13 00:00:00.000,1.4552,Australia,1.348836,-0.10636400000000013
2022-05-16 00:00:00.000,1.43964,Australia,1.348836,-0.0908040000000001
2022-05-17 00:00:00.000,1.43414,Australia,1.348836,-0.08530400000000005
2022-05-18 00:00:00.000,1.4219,Australia,1.348836,-0.07306400000000002
2022-05-19 00:00:00.000,1.436988,Australia,1.348836,-0.08815200000000001
2022-05-20 00:00:00.000,1.420152,Australia,1.348836,-0.07131600000000016
2022-05-23 00:00:00.000,1.41585,Australia,1.348836,-0.06701400000000013
2022-05-24 00:00:00.000,1.41064,Australia,1.348836,-0.06180399999999997
2022-05-25 00:00:00.000,1.407816,Australia,1.348836,-0.05898000000000003
2022-05-26 00:00:00.000,1.410557,Australia,1.348836,-0.06172100000000014
2022-05-27 00:00:00.000,1.40869,Australia,1.348836,-0.059854000000000074
2022-05-30 00:00:00.000,1.3961,Australia,1.348836,-0.04726399999999997
2022-05-31 00:00:00.000,1.389815,Australia,1.348836,-0.0409790000000001
2022-06-01 00:00:00.000,1.39225,Australia,1.348836,-0.043414000000000064
2022-06-02 00:00:00.000,1.394,Australia,1.348836,-0.04516399999999998
2022-06-03 00:00:00.000,1.375705,Australia,1.348836,-0.026869000000000032
2022-06-06 00:00:00.000,1.38794,Australia,1.348836,-0.03910400000000003
2022-06-07 00:00:00.000,1.39109,Australia,1.348836,-0.042254000000000014
2022-06-08 00:00:00.000,1.384926,Australia,1.348836,-0.03609000000000018
2022-06-09 00:00:00.000,1.3915,Australia,1.348836,-0.042664000000000035
2022-06-10 00:00:00.000,1.40881,Australia,1.348836,-0.05997399999999997
2022-06-13 00:00:00.000,1.42485,Australia,1.348836,-0.07601400000000003
2022-06-14 00:00:00.000,1.44059,Australia,1.348836,-0.09175400000000011
2022-06-15 00:00:00.000,1.4514,Australia,1.348836,-0.1025640000000001
2022-06-16 00:00:00.000,1.42513,Australia,1.348836,-0.07629400000000008
2022-06-17 00:00:00.000,1.420354,Australia,1.348836,-0.07151799999999997
2022-06-20 00:00:00.000,1.438228,Australia,1.348836,-0.08939200000000014
2022-06-21 00:00:00.000,1.434823,Australia,1.348836,-0.08598700000000004
2022-06-22 00:00:00.000,1.43641,Australia,1.348836,-0.08757400000000004
2022-06-23 00:00:00.000,1.44818,Australia,1.348836,-0.0993440000000001
2022-06-24 00:00:00.000,1.44854,Australia,1.348836,-0.09970400000000001
2022-06-27 00:00:00.000,1.44022,Australia,1.348836,-0.09138400000000013
2022-06-28 00:00:00.000,1.44456,Australia,1.348836,-0.09572400000000014
2022-06-29 00:00:00.000,1.448352,Australia,1.348836,-0.09951600000000016
2022-06-30 00:00:00.000,1.45339,Australia,1.348836,-0.10455400000000004
2022-07-01 00:00:00.000,1.44978,Australia,1.348836,-0.10094400000000014
2022-07-04 00:00:00.000,1.46718,Australia,1.348836,-0.118344
2022-07-05 00:00:00.000,1.4548,Australia,1.348836,-0.10596400000000017
2022-07-06 00:00:00.000,1.47206,Australia,1.348836,-0.123224
2022-07-07 00:00:00.000,1.473622,Australia,1.348836,-0.12478600000000006
2022-07-08 00:00:00.000,1.460067,Australia,1.348836,-0.11123100000000008
2022-07-11 00:00:00.000,1.46075,Australia,1.348836,-0.11191400000000007
2022-07-12 00:00:00.000,1.48295,Australia,1.348836,-0.13411400000000007
2022-07-13 00:00:00.000,1.48214,Australia,1.348836,-0.1333040000000001
2022-07-14 00:00:00.000,1.485376,Australia,1.348836,-0.1365400000000001
2022-07-15 00:00:00.000,1.48041,Australia,1.348836,-0.13157400000000008
2022-07-18 00:00:00.000,1.4674,Australia,1.348836,-0.11856400000000011
2022-07-19 00:00:00.000,1.468386,Australia,1.348836,-0.11955000000000005
2022-07-20 00:00:00.000,1.4497,Australia,1.348836,-0.10086400000000006
2022-07-21 00:00:00.000,1.45193,Australia,1.348836,-0.10309400000000002
2022-07-22 00:00:00.000,1.444481,Australia,1.348836,-0.09564499999999998
2022-07-25 00:00:00.000,1.44829,Australia,1.348836,-0.09945400000000015
2022-07-26 00:00:00.000,1.4386,Australia,1.348836,-0.08976400000000018
2022-07-27 00:00:00.000,1.43939,Australia,1.348836,-0.09055400000000002
2022-07-28 00:00:00.000,1.429613,Australia,1.348836,-0.0807770000000001
2022-07-29 00:00:00.000,1.4284,Australia,1.348836,-0.07956399999999997
2022-08-01 00:00:00.000,1.43447,Australia,1.348836,-0.08563399999999999
2022-08-02 00:00:00.000,1.42371,Australia,1.348836,-0.07487400000000011
2022-08-03 00:00:00.000,1.451316,Australia,1.348836,-0.10248000000000013
2022-08-04 00:00:00.000,1.44113,Australia,1.348836,-0.0922940000000001
2022-08-05 00:00:00.000,1.436947,Australia,1.348836,-0.08811100000000005
2022-08-08 00:00:00.000,1.44875,Australia,1.348836,-0.09991400000000006
2022-08-09 00:00:00.000,1.431086,Australia,1.348836,-0.08225000000000016
2022-08-10 00:00:00.000,1.4374,Australia,1.348836,-0.08856400000000009
2022-08-11 00:00:00.000,1.4128,Australia,1.348836,-0.06396400000000013
2022-08-12 00:00:00.000,1.407876,Australia,1.348836,-0.05903999999999998
2022-08-15 00:00:00.000,1.40515,Australia,1.348836,-0.056313999999999975
2022-08-16 00:00:00.000,1.424501,Australia,1.348836,-0.0756650000000001
2022-08-17 00:00:00.000,1.424623,Australia,1.348836,-0.07578700000000005
2022-08-18 00:00:00.000,1.442918,Australia,1.348836,-0.094082
2022-08-19 00:00:00.000,1.446927,Australia,1.348836,-0.09809100000000015
2022-08-22 00:00:00.000,1.4541,Australia,1.348836,-0.10526400000000002
2022-08-23 00:00:00.000,1.453763,Australia,1.348836,-0.10492699999999999
2022-08-24 00:00:00.000,1.44446,Australia,1.348836,-0.09562400000000015
2022-08-25 00:00:00.000,1.4476,Australia,1.348836,-0.09876400000000007
2022-08-26 00:00:00.000,1.43596,Australia,1.348836,-0.08712399999999998
2022-08-29 00:00:00.000,1.45626,Australia,1.348836,-0.10742400000000019
2022-08-30 00:00:00.000,1.4477,Australia,1.348836,-0.09886400000000006
2022-08-31 00:00:00.000,1.458279,Australia,1.348836,-0.10944300000000018
2022-09-01 00:00:00.000,1.46445,Australia,1.348836,-0.1156140000000001
2022-09-02 00:00:00.000,1.471605,Australia,1.348836,-0.12276900000000013
2022-09-05 00:00:00.000,1.47269,Australia,1.348836,-0.12385400000000013
2022-09-06 00:00:00.000,1.467567,Australia,1.348836,-0.11873100000000014
2022-09-07 00:00:00.000,1.48586,Australia,1.348836,-0.13702400000000003
2022-09-08 00:00:00.000,1.481174,Australia,1.348836,-0.13233800000000007
2022-09-09 00:00:00.000,1.478,Australia,1.348836,-0.12916400000000006
2022-09-12 00:00:00.000,1.460494,Australia,1.348836,-0.11165800000000004
2022-09-13 00:00:00.000,1.45054,Australia,1.348836,-0.10170400000000002
2022-09-14 00:00:00.000,1.483019,Australia,1.348836,-0.13418300000000016
2022-09-15 00:00:00.000,1.481087,Australia,1.348836,-0.13225100000000012
2022-09-16 00:00:00.000,1.495372,Australia,1.348836,-0.146536
2022-09-19 00:00:00.000,1.486547,Australia,1.348836,-0.13771100000000014
2022-09-20 00:00:00.000,1.485068,Australia,1.348836,-0.13623200000000013
2022-09-21 00:00:00.000,1.49383,Australia,1.348836,-0.14499400000000007
2022-09-22 00:00:00.000,1.512836,Australia,1.348836,-0.16400000000000015
2022-09-23 00:00:00.000,1.5048,Australia,1.348836,-0.155964
2022-09-26 00:00:00.000,1.53123,Australia,1.348836,-0.18239400000000017
2022-09-27 00:00:00.000,1.544163,Australia,1.348836,-0.19532700000000003
2022-09-28 00:00:00.000,1.553277,Australia,1.348836,-0.2044410000000001
2022-09-29 00:00:00.000,1.53728,Australia,1.348836,-0.18844400000000006
2022-09-30 00:00:00.000,1.535391,Australia,1.348836,-0.18655500000000003
2022-10-03 00:00:00.000,1.5574,Australia,1.348836,-0.20856399999999997
2022-10-04 00:00:00.000,1.538036,Australia,1.348836,-0.18920000000000003
2022-10-05 00:00:00.000,1.535131,Australia,1.348836,-0.1862950000000001
2022-10-06 00:00:00.000,1.535462,Australia,1.348836,-0.18662600000000018
2022-10-07 00:00:00.000,1.55899,Australia,1.348836,-0.21015400000000017
2022-10-10 00:00:00.000,1.5699,Australia,1.348836,-0.22106400000000015
2022-10-11 00:00:00.000,1.58861,Australia,1.348836,-0.23977400000000015
2022-10-12 00:00:00.000,1.59581,Australia,1.348836,-0.24697400000000003
2022-10-13 00:00:00.000,1.59304,Australia,1.348836,-0.2442040000000001
2022-10-14 00:00:00.000,1.58705,Australia,1.348836,-0.23821400000000015
2022-10-15 00:00:00.000,1.6115,Australia,1.348836,-0.262664
